url,name,book_table,rate,votes,phone,location,approx_cost(for two people),cuisines,rest_type
https://www.zomato.com/pune/hippie-house-restaurant-and-lounge-kharadi,Hippie House Restaurant and Lounge,0,2.9,Based on 20 votes,+91 9766838286,Kharadi,"₹1,500","Chinese, Biryani, North Indian","Bar, Casual Dining"
https://www.zomato.com/pune/pranav-chinese-warje,Pranav Chinese,0,3.1,Based on 9 votes,+91 9730307005,Warje,₹250,Chinese,Casual Dining
https://www.zomato.com/pune/sherlocks-pub-magarpatta,Sherlock's Pub,0,3.5,251  votes,020 67235577 +91 7066315577,Magarpatta,"₹2,000","Finger Food, North Indian, Italian","Pub, Casual Dining"
https://www.zomato.com/pune/akkies-kitchen-katraj,Akkies Kitchen,0,3.4,719  votes,+91 8830823235,Katraj,₹300,"Biryani, North Indian",Quick Bites
https://www.zomato.com/pune/hotel-new-luqma-kondhwa,Hotel New Luqma,0,3.2,Based on 8 votes,+91 8830972575,Kondhwa,₹400,"North Indian, Chinese, Maharashtrian",Quick Bites
https://www.zomato.com/pune/cheezy-1-chandan-nagar,Cheezy,0,3.7,Based on 76 votes,+91 9850759576,Chandan Nagar,₹450,Fast Food,Quick Bites
https://www.zomato.com/pune/hotel-angaraj-1-kondhwa,Hotel Angaraj,0,3.6,54  votes,+91 9130028070,Kondhwa,"₹1,000","Chinese, North Indian",Casual Dining
https://www.zomato.com/pune/chef-abhis-kitchen-aundh,Chef Abhi's Kitchen,0,3.0,Based on 6 votes,+91 8007606668,Aundh,Not Present,"North Indian, Chinese","Takeaway, Delivery"
https://www.zomato.com/pune/mothers-meal-pashan,Mothers Meal,0,3.5,84  votes,+91 9226470493 +91 9657678030,Pashan,₹400,"Chinese, Maharashtrian, North Indian",Quick Bites
https://www.zomato.com/pune/puneri-katta-wanowrie,Puneri Katta,0,3.7,82  votes,+91 9423003807 +91 9326285777,Wanowrie,₹250,"Street Food, Fast Food",Quick Bites
https://www.zomato.com/pune/shanghai-delights-hadapsar,Shanghai Delights,0,3.4,96  votes,+91 9890475789 +91 9075492920,Hadapsar,₹400,"Chinese, Fast Food",Food Court
https://www.zomato.com/pune/kcs-food-logic-wanowrie,KC's Food Logic,0,3.8,119  votes,+91 8600143906 +91 9323499157,Wanowrie,₹550,"Cafe, Fast Food",Café
https://www.zomato.com/pune/parijat-sweets-viman-nagar,Parijat Sweets,0,2.8,Based on 16 votes,020 26630277,Viman Nagar,Not Present,Mithai,Takeaway
https://www.zomato.com/pune/sahyadri-misal-house-pimpri,Sahyadri Misal House,0,3.5,Based on 34 votes,+91 9764451090,Pimpri,₹300,Maharashtrian,Quick Bites
https://www.zomato.com/pune/varuna-pure-veg-wakad,Varuna Pure Veg,0,3.5,178  votes,+91 8412073399,Wakad,₹500,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/tuljai-biryani-shukrawar-peth,Tuljai Biryani,0,3.7,67  votes,+91 9860739296 +91 9765272292,Shukrawar Peth,₹500,"Biryani, Mughlai",Quick Bites
https://www.zomato.com/pune/suryas-24-carat-biryani-kothrud,Surya's 24 Carat Biryani,0,3.4,37  votes,+91 8805268282,Kothrud,₹350,"Biryani, North Indian",Quick Bites
https://www.zomato.com/pune/darshini-aundh,Darshini,0,3.7,87  votes,020 41220454,Aundh,₹300,South Indian,Quick Bites
https://www.zomato.com/pune/classic-pani-puri-viman-nagar,Classic Pani Puri,0,3.8,50  votes,+91 9767725219,Viman Nagar,₹150,Fast Food,Quick Bites
https://www.zomato.com/pune/the-jumbo-foods-sinhgad-road,The Jumbo Food's,0,3.5,192  votes,+91 9867277067 +91 7410103909,Sinhgad Road,₹300,Chinese,Quick Bites
https://www.zomato.com/pune/farmhouse-avis-restaurant-kondhwa,Farmhouse Avi's Restaurant,0,3.6,65  votes,+91 9763642444,Kondhwa,₹600,"Chinese, Mughlai, North Indian",Casual Dining
https://www.zomato.com/pune/royal-connaught-boat-club-bund-garden,Royal Connaught Boat Club,0,3.7,Based on 42 votes,+91 9657727790 020 26163512,Bund Garden Road,₹600,"North Indian, Chinese, Malwani, Seafood",Casual Dining
https://www.zomato.com/pune/baithak-dhaba-lonavala,Baithak Dhaba,0,3.8,74  votes,+91 7676345656 02114 282123,Lonavala,"₹1,000","North Indian, Chinese, Mughlai, Seafood",Casual Dining
https://www.zomato.com/pune/swagat-macchi-house-hadapsar,Swagat Macchi House,0,3.2,48  votes,+91 8793441133 +91 8793441155,Hadapsar,₹900,"North Indian, Malwani, Chinese, Seafood",Casual Dining
https://www.zomato.com/pune/chinar-gardens-china-garden-baner,Chinar Garden's China Garden,0,2.9,209  votes,+91 7507057888 +91 7507042999,Baner,₹600,"North Indian, Mughlai, Chinese",Casual Dining
https://www.zomato.com/pune/rahul-garden-restaurant-bhosari,Rahul Garden Restaurant,0,3.2,Based on 17 votes,+91 9850292576 +91 9850145372,Bhosari,₹500,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/the-cake-art-baner,The Cake Art,0,3.8,79  votes,+91 9970895691,Baner,₹450,Bakery,Bakery
https://www.zomato.com/pune/baileys-the-cake-shop-1-pimple-saudagar,Bailey's The Cake Shop,0,3.8,172  votes,020 65003388,Pimple Saudagar,₹200,"Bakery, Desserts","Bakery, Dessert Parlor"
https://www.zomato.com/pune/siddharth-pav-bhaji-camp-area,Siddharth Pav Bhaji,0,3.6,113  votes,020 26131120,Camp Area,₹300,Street Food,Quick Bites
https://www.zomato.com/pune/pauls-kondhwa,Paul's,0,3.7,102  votes,020 26833299 +91 9766328243,Kondhwa,₹450,Chinese,Casual Dining
https://www.zomato.com/pune/mini-wok-oriental-kitchen-model-colony,Mini Wok Oriental Kitchen,0,4.0,444  votes,+91 7350066777,Model Colony,₹650,"Chinese, Thai, Salad",Casual Dining
https://www.zomato.com/pune/aubergine-parc-estique-viman-nagar,Aubergine - Parc Estique,0,3.4,129  votes,+91 9561003872 +91 9730066785,Viman Nagar,"₹1,600","North Indian, Chinese, South Indian, Continental, Salad",Casual Dining
https://www.zomato.com/pune/simply-south-kothrud,Simply South,0,3.0,255  votes,+91 7350325325 +91 9657994102,Kothrud,₹300,"South Indian, North Indian",Quick Bites
https://www.zomato.com/pune/nandanvan-wanowrie,Nandanvan,0,2.8,Based on 22 votes,020 26856344 +91 9561500505,Wanowrie,₹450,"North Indian, Chinese, Street Food",Casual Dining
https://www.zomato.com/pune/golden-chopsticx-pimple-saudagar,Golden Chopsticx,0,3.8,737  votes,+91 8888994893 +91 8888994816,Pimple Saudagar,₹650,"Chinese, Thai, Momos",Casual Dining
https://www.zomato.com/pune/rudra-restaurant-bar-mulshi,Rudra Restaurant & Bar,0,3.1,Based on 9 votes,+91 9822199136,Mulshi Road,₹700,"North Indian, Chinese, Kebab, Mughlai, Seafood, Desserts",Casual Dining
https://www.zomato.com/pune/bake-n-cake-viman-nagar,Bake 'N' Cake,0,3.6,Based on 27 votes,+91 9766829762 +91 9923772861,Viman Nagar,₹100,Bakery,Bakery
https://www.zomato.com/pune/sanjivani-ice-cream-nigdi,Sanjivani Ice Cream,0,3.8,78  votes,+91 9823435064,Nigdi,₹200,"Ice Cream, Desserts",Dessert Parlor
https://www.zomato.com/pune/momo-bistro-1-nibm-road,Momo Bistro,0,3.6,Based on 109 votes,+91 9742470959 +91 8550968736,NIBM Road,₹300,"Momos, Chinese",Quick Bites
https://www.zomato.com/pune/madras-cafe-aundh,Madras Cafe,0,3.4,217  votes,+91 7350316196,Aundh,₹300,South Indian,Quick Bites
https://www.zomato.com/pune/food-express-wadgaon-sheri,Food Express,0,0,0,+91 9604856640,Wadgaon Sheri,₹300,"Fast Food, Street Food",Quick Bites
https://www.zomato.com/pune/the-kashmir-ice-cream-and-snacks-dhole-patil-road,The Kashmir Ice Cream And Snacks,0,0,0,+91 8237300200,Dhole Patil Road,₹100,Desserts,Dessert Parlor
https://www.zomato.com/pune/moc-cakes-lohegaon,MOC Cakes,0,0,0,+91 7410766430,Lohegaon,₹300,Desserts,Bakery
https://www.zomato.com/pune/hotel-anvi-lohegaon,Hotel Anvi,0,0,0,+91 8975899923 +91 9373917609,Lohegaon,₹600,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/sairaj-chinese-hotel-sinhgad-road,Sairaj Chinese Hotel,0,0,0,+91 7276901616 +91 9689311616,Sinhgad Road,₹300,Chinese,Quick Bites
https://www.zomato.com/pune/mughals-east-street,Mughal's,1,3.8,491  votes,+91 9579727273 +91 9860147918,East Street,₹800,"Mughlai, North Indian, Biryani, Kebab",Casual Dining
https://www.zomato.com/pune/toni-daa-dhaba-old-mumbai-pune-highway,Toni Daa Dhaba,0,2.3,1019  votes,+91 9890695937,Old Mumbai-Pune Highway,"₹1,200","North Indian, Chinese, Mughlai","Dhaba, Bar"
https://www.zomato.com/pune/toni-daa-dhaba-old-mumbai-pune-highway,Toni Daa Dhaba,0,2.3,1019  votes,+91 9890695937,Old Mumbai-Pune Highway,"₹1,200","North Indian, Chinese, Mughlai","Dhaba, Bar"
https://www.zomato.com/pune/shivaba-chinese-ravet,Shivaba Chinese,0,0,0,+91 8208222871 +91 8625813845,Ravet,₹350,Chinese,Quick Bites
https://www.zomato.com/pune/hotel-keema-wakad,Hotel Keema,0,0,0,+91 9822514994,Wakad,₹500,"Seafood, Chinese",Quick Bites
https://www.zomato.com/pune/star-food-caterers-1-wakad,Star Food & Caterers,0,3.5,66  votes,+91 8080809031,Wakad,₹450,"Chinese, Lebanese",Quick Bites
https://www.zomato.com/pune/mb-foods-hadapsar,MB Foods,0,3.4,Based on 13 votes,+91 7391955554,Hadapsar,₹500,"Chinese, North Indian, South Indian",Casual Dining
https://www.zomato.com/pune/puneri-biryani-1-kharadi,Puneri Biryani,0,3.8,31  votes,+91 8007442895,Kharadi,₹500,"Biryani, Fast Food",Casual Dining
https://www.zomato.com/pune/hotel-hare-krushna-bibvewadi,Hotel Hare Krushna,0,3.5,Based on 18 votes,+91 7620755165,Bibvewadi,₹300,North Indian,Quick Bites
https://www.zomato.com/pune/heritage-the-royal-dining-bhosari,Heritage The Royal Dining,0,0,0,+91 9561777111,Bhosari,₹500,Maharashtrian,Casual Dining
https://www.zomato.com/pune/steak-house-wadgaon-sheri,Steak House,0,3.8,Based on 23 votes,+91 7350003044,Wadgaon Sheri,₹600,Steak,Quick Bites
https://www.zomato.com/pune/the-evening-cafe-wadgaon-sheri,The Evening Cafe,0,0,0,+91 7387882087,Wadgaon Sheri,₹200,"Fast Food, Beverages",Quick Bites
https://www.zomato.com/pune/eatino-baner,Eatino,0,3.8,74  votes,+91 7568380424,Baner,₹400,"North Indian, South Indian, Street Food, Fast Food",Quick Bites
https://www.zomato.com/pune/goodfellas-cafe-bistro-wakad,GoodFellas Cafe & Bistro,1,4.1,157  votes,+91 8007237617,Wakad,₹550,"Cafe, Fast Food",Café
https://www.zomato.com/pune/mccafe-by-mcdonalds-satara-road,McCafe by McDonald's,0,-,0,+91 8928210242,Satara Road,Not Present,"Cafe, Beverages",Delivery
https://www.zomato.com/pune/healthy-affairs-1-bibvewadi,Healthy Affairs,0,3.3,Based on 4 votes,+91 7719036139 +91 9689899139,Bibvewadi,Not Present,"Biryani, North Indian","Takeaway, Delivery"
https://www.zomato.com/pune/the-sugar-factory-1-bibvewadi,The Sugar Factory,0,3.6,Based on 28 votes,+91 9172707246,Bibvewadi,₹250,"Desserts, Bakery","Bakery, Quick Bites"
https://www.zomato.com/pune/bring-it-on-cafe-nibm-road,Bring It On Cafe,0,0,0,+91 9970969867 +91 7350530022,NIBM Road,₹250,"Healthy Food, Salad, Fast Food, Beverages",Quick Bites
https://www.zomato.com/pune/bakers-point-nibm-road,Bakers Point,0,3.8,48  votes,020 26832982,NIBM Road,₹100,Fast Food,Quick Bites
https://www.zomato.com/pune/hotel-nagpur-sadashiv-peth,Hotel Nagpur,0,3.8,135  votes,+91 9823438030,Sadashiv Peth,₹600,Maharashtrian,Casual Dining
https://www.zomato.com/pune/sawariya-delhi-chaat-and-pav-bhaji-wakad,Sawariya Delhi Chaat And Pav Bhaji,0,3.2,Based on 10 votes,+91 8421595560,Wakad,₹150,Street Food,Quick Bites
https://www.zomato.com/pune/breakfirst-kharadi,BreakFirst,0,3.1,Based on 4 votes,+91 9511814691,Kharadi,Not Present,"Salad, Healthy Food, Beverages","Takeaway, Delivery"
https://www.zomato.com/pune/matargashti-baner,Matargashti,0,3.6,Based on 38 votes,+91 9860531620 +91 8956565971,Baner,₹500,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/annapurna-pimpri,Annapurna,0,3.5,Based on 58 votes,+91 9767232244 +91 9881045222,Pimpri,₹400,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/perch-all-day-all-night-shivaji-nagar,Perch - All Day All Night,1,3.6,Based on 17 votes,080 46971738,Shivaji Nagar,"₹1,000","Asian, Pizza, Beverages, Coffee, Chinese, Juices, Italian, North Indian","Casual Dining, Café"
https://www.zomato.com/pune/lalit-mahal-fc-road,Lalit Mahal,0,2.7,145  votes,020 25664577,FC Road,₹500,"Fast Food, North Indian, South Indian",Casual Dining
https://www.zomato.com/pune/shailaja-restaurant-bar-jm-road,Shailaja Restaurant & Bar,0,2.6,Based on 23 votes,020 25533754,JM Road,₹700,"North Indian, Seafood, Biryani, Chinese, Desserts","Casual Dining, Bar"
https://www.zomato.com/pune/garam-veg-restaurant-bhosari,Garam Veg Restaurant,1,3.7,Based on 26 votes,+91 7264008007 +91 9619538861,Bhosari,₹500,"North Indian, Fast Food, South Indian, Chinese",Casual Dining
https://www.zomato.com/pune/shabrii-thalipeeth-center-wakad,Shabrii Thalipeeth Center,0,3.1,Based on 4 votes,+91 7020148365,Wakad,₹250,North Indian,Quick Bites
https://www.zomato.com/pune/red-chilly-chinese-hadapsar,Red Chilly Chinese,0,3.5,Based on 40 votes,+91 9970929323,Hadapsar,₹250,Chinese,Quick Bites
https://www.zomato.com/pune/2-eatly-cafe-talegaon,2 Eatly Cafe,0,3.2,Based on 7 votes,+91 9831919891 +91 7588955722,Talegaon,₹400,"Fast Food, Beverages",Quick Bites
https://www.zomato.com/pune/prawnelicious-nigdi,Prawnelicious,0,3.0,Based on 4 votes,+91 9673495957,Nigdi,₹500,Seafood,Quick Bites
https://www.zomato.com/pune/hotel-maratha-darbar-hinjawadi,Hotel Maratha Darbar,0,-,0,+91 9225524456,Hinjawadi,₹550,"North Indian, Malwani, Chinese",Quick Bites
https://www.zomato.com/pune/adarak-pimple-nilakh,Adarak,0,-,0,Not Available,Pimple Nilakh,₹850,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/on-the-house-mulshi,On The House,0,-,0,+91 9423401258,Mulshi Road,"₹1,000","North Indian, Chinese, Fast Food",Casual Dining
https://www.zomato.com/pune/hotel-mughal-darbaar-viman-nagar,Hotel Mughal Darbaar,0,-,0,+91 9284144325 +91 8983399227,Viman Nagar,Not Present,North Indian,Delivery
https://www.zomato.com/pune/hotel-poona-veg-non-veg-hadapsar,Hotel Poona Veg Non-veg,0,0,0,+91 7350635392,Hadapsar,₹550,"Chinese, North Indian, Maharashtrian",Quick Bites
https://www.zomato.com/pune/maxican-spice-yerawada,Maxican Spice,0,0,0,+91 7676278783,Yerawada,Not Present,Mexican,Delivery
https://www.zomato.com/pune/spiceace-akurdi,Spiceace,0,0,0,+91 9284452262 +91 7558666932,Akurdi,₹500,"North Indian, Chinese, Fast Food, Goan, South Indian, Mughlai, Desserts, Beverages",Quick Bites
https://www.zomato.com/pune/cafe-habibi-camp-area,Cafe Habibi,0,0,0,+91 8698262550,Camp Area,₹200,Fast Food,Quick Bites
https://www.zomato.com/pune/avos-food-restaurant-viman-nagar,Avo's Food & Restaurant,0,0,0,+91 9899989360,Viman Nagar,₹350,"North Indian, Chinese, South Indian",Quick Bites
https://www.zomato.com/pune/the-bowl-job-balewadi,The Bowl Job,0,0,0,+91 9637399618,Balewadi,Not Present,North Indian,Delivery
https://www.zomato.com/pune/299-cakes-2-pimple-nilakh,299 Cakes,0,0,0,+91 7030661000,Pimple Nilakh,₹300,Bakery,Bakery
https://www.zomato.com/pune/slay-coffee-ravet,Slay Coffee,0,0,0,+91 8657458335,Pimpri Chinchwad Area,Not Present,"Beverages, Coffee",Delivery
https://www.zomato.com/pune/datta-bhel-1-chinchwad,Datta Bhel,0,0,0,+91 9146455776 +91 9545780693,Chinchwad,₹150,Street Food,Quick Bites
https://www.zomato.com/pune/house-of-burgers-pimpri,House of Burgers,0,0,0,+91 7843073353,Pimpri Chinchwad Area,Not Present,Fast Food,Delivery
https://www.zomato.com/pune/brothers-chinese-center-kothrud,Brother's Chinese Center,0,0,0,+91 9960965848,Kothrud,₹300,Chinese,Quick Bites
https://www.zomato.com/pune/laaiba-snacks-dange-chowk,Laaiba Snacks,0,0,0,+91 7757873501,Dange Chowk,₹150,Street Food,Quick Bites
https://www.zomato.com/pune/pahadi-chulaah-viman-nagar,Pahadi Chulaah,0,0,0,+91 9561503030,Viman Nagar,Not Present,"North Indian, Mughlai",Delivery
https://www.zomato.com/pune/omkar-snack-centre-narhe,Omkar Snack Centre,0,0,0,+91 8208973761,Narhe,₹150,Street Food,Quick Bites
https://www.zomato.com/pune/the-biryani-life-pimple-gurav,The Biryani Life,0,0,0,+91 9604201832,Pimple Gurav,Not Present,"Biryani, North Indian",Delivery
https://www.zomato.com/pune/urban-meal-box-hinjawadi,Urban Meal Box,0,-,0,+91 8600035537,Hinjawadi,₹300,North Indian,Quick Bites
https://www.zomato.com/pune/mb-express-sadashiv-peth,MB Express,0,-,0,020 24301616 +91 8888866130,Sadashiv Peth,₹300,"North Indian, Maharashtrian, Seafood",Quick Bites
https://www.zomato.com/pune/radhika-bengali-sweets-viman-nagar,Radhika - Bengali Sweets,0,2.9,Based on 5 votes,+91 8208621842,Viman Nagar,₹200,Mithai,Sweet Shop
https://www.zomato.com/pune/hotel-rajendra-bhojnalay-pune-solapur-road,Hotel Rajendra Bhojnalay,0,3.1,8  votes,+91 9850093737 +91 9145291111,Pune-Solapur Road,₹500,"Chinese, North Indian",Casual Dining
https://www.zomato.com/pune/pintu-saoji-baner,Pintu Saoji,0,3.6,Based on 79 votes,+91 9823796361,Baner,₹350,Maharashtrian,Quick Bites
https://www.zomato.com/pune/my-roti-shoti-koregaon-park,My Roti Shoti,0,3.8,35  votes,+91 9309889639,Koregaon Park,₹350,North Indian,Quick Bites
https://www.zomato.com/pune/lowasa-mundhwa,LoWaSa,0,3.2,8  votes,+91 7774073228,Mundhwa,₹600,"North Indian, Chinese, Maharashtrian",Casual Dining
https://www.zomato.com/pune/hotel-shivmudra-wadgaon-sheri,Hotel Shivmudra,0,3.6,Based on 37 votes,+91 9767058661,Wadgaon Sheri,₹600,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/sangita-bhel-pani-puri-erandwane,Sangita Bhel & Pani Puri,0,3.6,23  votes,+91 9970803233,Erandwane,Not Present,Street Food,"Takeaway, Delivery"
https://www.zomato.com/pune/fontana-viva-italian-pizza-bistro-mahalunge,Fontana Viva Italian Pizza Bistro,1,3.8,Based on 33 votes,+91 7507618522 +91 9096419732,Mahalunge,₹800,Italian,Casual Dining
https://www.zomato.com/pune/downtown-foods-wakad,Downtown Foods,1,-,0,+91 9923346662 +91 9730070023,Wakad,₹250,"North Indian, Fast Food, Street Food",Food Court
https://www.zomato.com/pune/house-of-chaat-dhankawadi,House Of Chaat,0,-,0,+91 9405376994,Dhankawadi,₹200,"South Indian, Street Food, North Indian",Quick Bites
https://www.zomato.com/pune/the-grin-bunny-lohegaon,The Grin Bunny,0,2.9,Based on 4 votes,+91 8789917995,Lohegaon,₹400,"North Indian, Chinese, Fast Food",Quick Bites
https://www.zomato.com/pune/a-k-biryani-house-camp-area,A K Biryani House,0,-,0,+91 9420103571,Camp Area,Not Present,"Biryani, Kebab",Delivery
https://www.zomato.com/pune/sd-cafe-pashan,SD Cafe,0,3.3,Based on 13 votes,+91 9762339598,Pashan,₹200,"Fast Food, Beverages",Quick Bites
https://www.zomato.com/pune/famous-anda-bhurji-balewadi,Famous Anda Bhurji,0,3.4,16  votes,+91 8888068292,Balewadi,₹150,"Fast Food, North Indian",Quick Bites
https://www.zomato.com/pune/mr-crispy-hadapsar,MR. Crispy,0,3.6,32  votes,+91 9028535965,Hadapsar,₹400,Fast Food,Quick Bites
https://www.zomato.com/pune/potato-hut-1-balewadi,Potato Hut,0,3.5,Based on 18 votes,+91 8806609020,Balewadi,₹550,"Fast Food, Continental",Quick Bites
https://www.zomato.com/pune/pot-biryani-house-kharadi,Pot Biryani House,0,3.5,28  votes,+91 7507359835 +91 7447665899,Kharadi,₹300,Biryani,Quick Bites
https://www.zomato.com/pune/pacinos-pashan,Pacino's,0,3.6,42  votes,+91 7020091009 +91 8130620361,Pashan,"₹1,200","North Indian, Chinese, Biryani, Mughlai",Casual Dining
https://www.zomato.com/pune/pizza-xprs-kondhwa,Pizza Xprs,0,3.3,28  votes,+91 7020229128 +91 8668385703,Kondhwa,₹250,Pizza,Quick Bites
https://www.zomato.com/pune/desi-masala-bavdhan,Desi Masala,0,3.4,31  votes,+91 9075702799,Bavdhan,₹500,"North Indian, Chinese, Fast Food, Desserts",Quick Bites
https://www.zomato.com/pune/cafe-xinga-nibm-road,Cafe Xinga,0,3.5,Based on 18 votes,+91 7666593064,NIBM Road,₹450,Fast Food,Quick Bites
https://www.zomato.com/pune/aairas-kitchen-kondhwa,Aaira's Kitchen,0,3.1,Based on 6 votes,+91 9552292200,Wanowrie Kondhwa Area,Not Present,Biryani,Delivery
https://www.zomato.com/pune/homemade-the-taste-of-bengal-wagholi,HomeMade - The Taste of Bengal,0,2.6,Based on 17 votes,+91 8806582277 +91 8412011125,Wagholi,Not Present,Bengali,"Takeaway, Delivery"
https://www.zomato.com/pune/g-b-quality-chinese-tandoori-sinhgad-road,G B Quality Chinese & Tandoori,0,3.4,Based on 15 votes,+91 8412950533 +91 7499189721,Sinhgad Road,₹350,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/cafe-aromatic-ravet,Cafe Aromatic,0,3.2,4  votes,+91 9762828828,Ravet,₹500,Cafe,Café
https://www.zomato.com/pune/m-i-eggs-and-snacks-center-kharadi,M I Eggs And Snacks Center,0,3.1,Based on 6 votes,+91 7758876837,Kharadi,₹200,"Chinese, Fast Food",Quick Bites
https://www.zomato.com/pune/vintage-club-kharadi,Vintage Club,0,3.1,Based on 6 votes,+91 7385502234,Kharadi,₹500,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/irani-chaikhana-viman-nagar,Irani Chaikhana,0,-,0,+91 8956118649,Viman Nagar,₹250,Cafe,Irani Cafe
https://www.zomato.com/pune/super-eats-hinjawadi,Super Eats,0,-,0,+91 7757009412,Hinjawadi,Not Present,Fast Food,"Takeaway, Delivery"
https://www.zomato.com/pune/snacks-salad-kothrud,Snacks & Salad,0,3.0,Based on 4 votes,+91 9607006222,Kothrud,Not Present,"Salad, Fast Food, North Indian",Delivery
https://www.zomato.com/pune/annapurna-snacks-dining-sadashiv-peth,Annapurna Snacks & Dining,0,-,0,+91 9850971136,Sadashiv Peth,₹150,Maharashtrian,Quick Bites
https://www.zomato.com/pune/hungry-mania-viman-nagar,Hungry Mania,0,3.5,Based on 17 votes,+91 9284144325 +91 8983399227,Viman Nagar,Not Present,"North Indian, Biryani, Chinese, Rolls","Takeaway, Delivery"
https://www.zomato.com/pune/goli-vada-pav-no-1-narhe,Goli Vada Pav No. 1,0,3.3,Based on 15 votes,+91 8657451328,Narhe,₹200,Street Food,Quick Bites
https://www.zomato.com/pune/cafe-ajmera-1-camp-area,Cafe Ajmera,0,3.3,12  votes,+91 9834857472,Camp Area,₹150,"Fast Food, Beverages",Quick Bites
https://www.zomato.com/pune/new-open-kitchen-the-food-corner-sus,New Open Kitchen The Food Corner,0,-,0,+91 8692042000,Sus,₹400,"North Indian, Street Food, Chinese",Quick Bites
https://www.zomato.com/pune/vjs-curry-culture-pashan,VJ's Curry Culture,0,3.4,17  votes,+91 8149290339 +91 9420232622,Pashan,₹300,North Indian,Quick Bites
https://www.zomato.com/pune/royal-restaurant-chinchwad,Royal Restaurant,0,3.2,Based on 13 votes,+91 8793463320,Chinchwad,₹400,"North Indian, Mughlai, Chinese",Quick Bites
https://www.zomato.com/pune/momos-n-mock-bavdhan,Momos N Mock,0,3.6,Based on 32 votes,+91 8709252494,Kothrud Area,₹150,"Momos, Beverages",Food Truck
https://www.zomato.com/pune/sk-hotel-kharadi,SK Hotel,0,-,0,+91 7378987191,Kharadi,₹400,"North Indian, Biryani",Quick Bites
https://www.zomato.com/pune/robust-koregaon-park,Robust,1,4.0,318  votes,+91 8888036622,Koregaon Park,"₹1,300","Continental, North Indian, European, Asian, Italian, Seafood","Bar, Casual Dining"
https://www.zomato.com/pune/something-fishy-viman-nagar,Something Fishy,0,3.8,88  votes,+91 9561928274 +91 8459229142,Viman Nagar,₹350,Fast Food,Quick Bites
https://www.zomato.com/pune/mr-manchurian-hadapsar,Mr. Manchurian,0,3.5,Based on 36 votes,+91 7744808209,Hadapsar,₹500,Chinese,Quick Bites
https://www.zomato.com/pune/zaikedaar-yerawada,Zaikedaar,0,3.7,56  votes,+91 7447244274,Yerawada,₹400,North Indian,Quick Bites
https://www.zomato.com/pune/puneri-express-wakad,Puneri Express,0,3.3,Based on 23 votes,+91 8983337491 +91 7387444399,Wakad,₹500,"South Indian, North Indian, Maharashtrian",Quick Bites
https://www.zomato.com/pune/amol-dakshin-davangiri-dosa-and-snacks-sadashiv-peth,Amol Dakshin Davangiri Dosa and Snacks,0,3.7,37  votes,+91 9975618871,Sadashiv Peth,₹200,"South Indian, Street Food",Quick Bites
https://www.zomato.com/pune/sanvi-sandwich-viman-nagar,Sanvi Sandwich,0,3.4,Based on 13 votes,+91 8432269090,Viman Nagar,₹300,"Cafe, Coffee, Salad, Sandwich",Café
https://www.zomato.com/pune/sachin-restaurant-hadapsar,Sachin Restaurant,0,3.0,6  votes,+91 9028529914 +91 8087679554,Hadapsar,₹400,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/the-good-food-kitchen-bhosari,The Good Food Kitchen,0,2.6,40  votes,+91 8625950503,Bhosari,Not Present,"Thai, Chinese, North Indian, Kebab","Takeaway, Delivery"
https://www.zomato.com/pune/1-more-biryani-narhe,1 More Biryani,0,3.5,53  votes,+91 7030074318,Narhe,₹500,"Biryani, North Indian, Mughlai",Quick Bites
https://www.zomato.com/pune/kunal-restaurant-pimpri,Kunal Restaurant,0,3.4,32  votes,+91 8237541541 +91 9890049416,Pimpri,₹700,"North Indian, Chinese, Biryani, Seafood, Mughlai","Casual Dining, Bar"
https://www.zomato.com/pune/coriander-1-karve-nagar,Coriander,0,3.7,Based on 26 votes,+91 7768862073 +91 7498918320,Karve Nagar,₹300,"Fast Food, Street Food",Quick Bites
https://www.zomato.com/pune/akshay-pure-veg-family-restaurant-balewadi,Akshay Pure Veg Family Restaurant,0,3.6,159  votes,+91 7709334723 +91 7709334766,Balewadi,₹400,"South Indian, North Indian, Chinese, Pizza",Casual Dining
https://www.zomato.com/pune/the-cake-house-cafe-narhe,The Cake House & Cafe,0,3.5,Based on 14 votes,+91 8007109070,Narhe,₹300,"Bakery, Fast Food",Bakery
https://www.zomato.com/pune/mahesh-masoli-dhabba-lonavala,Mahesh Masoli Dhabba,0,3.7,Based on 19 votes,+91 9881301884 +91 9881302654,Lonavala,₹600,"Seafood, Malwani, North Indian",Quick Bites
https://www.zomato.com/pune/mauli-family-paan-house-1-mundhwa,Mauli Family Paan House,0,3.2,Based on 12 votes,+91 8087502449,Mundhwa,₹100,"Paan, Beverages","Paan Shop, Beverage Shop"
